DOI,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes,ExtractCount,Impacted Sector,Solution,Quantification,Expression,Type of Value,Sample
10.1007/978-81-322-2157-9_21,,India,0.5°C increase,,,%,2.0,,,,,,Page 173,Wheat yield loss in the Northern region with a uniform increase of 0.5°C.,1.0,Agriculture,Any,Crop Yield,BaselineImpact,Economic,Need
10.1007/978-81-322-2157-9_21,,India,Moderate climate change,,,%,-9.0,,,,,,Page 175,"Refers to a study by Kumar and Parikh (2001) and Sanghi and Mendelsohn (1998). This is a loss, so is effectively the cost of *not* adapting under the specified scenario.",1.0,Agriculture,Any,Net revenue decline,BaselineImpact - AdaptationCost,Monetary,Need
10.1007/978-81-322-2157-9_21,,India,Temp increase,,,%,-6.0,,,,,,Page 176,Wheat yield decrease at 0.5°C increase.,1.0,Agriculture,Any,Crop yield,AvoidedImpact,Economic,Need
10.1007/978-81-322-2157-9_21,,India,Temp increase,,,%,-10.0,,,,,,Page 176,Wheat yield decrease at 1.0°C increase.,1.0,Agriculture,Any,Crop yield,BaselineImpact,Economic,Need
10.1007/978-81-322-2157-9_21,,India,Temp increase,,,%,17.0,,0%,,,,Page 176,Rice yield increase (lowest quantile) with warming of up to 2°C.,1.0,Agriculture,Any,Crop yield,NonMonetaryBenefits,Economic,Need
10.1007/978-81-322-2157-9_21,,India,,,,%,19.7,,,,,,Table 1,"Wheat (var. VL 804), late sowing, terminal heat stress",1.0,Agriculture,Adjusted Sowing Dates,Yield Reduction (%),AvoidedImpact,Economic,Need
10.1007/978-81-322-2157-9_21,,India,,,,%,48.5,,,,,,Table 1,"Soybean (var. VLS 73), late sowing, drought",1.0,Agriculture,Adjusted Sowing Dates,Yield Reduction (%),AvoidedImpact,Economic,Need
10.1007/978-81-322-2157-9_21,,India,,,,%,28.6,,,,,,Table 1,"Lentil (var. VL 507), late sowing, initial cold and terminal heat stress",1.0,Agriculture,Adjusted Sowing Dates,Yield Reduction (%),AvoidedImpact,Economic,Need
10.1007/978-81-322-2157-9_21,,India,,,,%,45.2,,,,,,Table 1,"Garden pea (var. VL 7), late sowing, initial cold and terminal heat stress",1.0,Agriculture,Adjusted Sowing Dates,Yield Reduction (%),AvoidedImpact,Economic,Need
10.1007/978-81-322-2157-9_21,,India,,,,%,36.7,,,,,,Table 1,"Field pea (var. VL 42), late sowing, initial cold and terminal heat stress",1.0,Agriculture,Adjusted Sowing Dates,Yield Reduction (%),AvoidedImpact,Economic,Need
10.1007/978-81-322-2157-9_21,,India,,,,lakh hectares,0.26,,,,,,Page 175,Area in Himachal Pradesh affected by cyclonic storms/heavy rains/flash flood/landslides during 2010-2011,1.0,Agriculture,Any,Area Affected,BaselineImpact,Economic,Need
10.1007/978-81-322-2157-9_21,,India,,,,lakh hectares,0.14,,,,,,Page 175,Area in Jammu & Kashmir affected by cyclonic storms/heavy rains/flash flood/landslides during 2010-2011,1.0,Agriculture,Any,Area Affected,BaselineImpact,Economic,Need
10.1007/978-81-322-2157-9_21,,India,,,,lakh hectares,5.02,,,,,,Page 175,Area in Uttarakhand affected by cyclonic storms/heavy rains/flash flood/landslides during 2010-2011,1.0,Agriculture,Any,Area Affected,BaselineImpact,Economic,Need
10.1007/978-81-322-2157-9_21,,India,Unspecified,,,BCM,1072.0,,,,,,Table 2,Irrigation water demand in 2050,1.0,Agriculture,Water Resource Management,Water Demand Projection,AdaptationCost,Economic,Need
10.1007/978-81-322-2157-9_21,,India,Unspecified,,,BCM,102.0,,,,,,Table 2,Domestic water demand in 2050,1.0,Agriculture,Water Resource Management,Water Demand Projection,AdaptationCost,Economic,Need
10.1007/978-81-322-2157-9_21,,India,Unspecified,,,BCM,63.0,,,,,,Table 2,Industrial water demand in 2050,1.0,Agriculture,Water Resource Management,Water Demand Projection,AdaptationCost,Economic,Need
10.1007/978-81-322-2157-9_21,,India,Unspecified,,,BCM,130.0,,,,,,Table 2,Thermal Power water demand in 2050,1.0,Agriculture,Water Resource Management,Water Demand Projection,AdaptationCost,Economic,Need
10.1007/978-81-322-2157-9_21,,India,Unspecified,,,BCM,80.0,,,,,,Table 2,Other water demand in 2050,1.0,Agriculture,Water Resource Management,Water Demand Projection,AdaptationCost,Economic,Need
10.1007/978-81-322-2157-9_21,,India,Unspecified,,,Percent,68.0,,,,,,Page 233,Projected percentage water demand for farm sector by 2050,1.0,Agriculture,Water Resource Management,Water Demand Projection,AdaptationCost,Economic,Need
10.1016/j.jclepro.2021.129080,,China,SSP-RCP scenarios,,,billion yuan/year,275.0,,,,,617.0,Abstract,Additional infrastructure investment needed by 2100 (agreed by both reviewers),2.0,Electricity,Infrastructure Investment,Infrastructure Investment,AdaptationCost,Monetary,Need
10.1016/j.jclepro.2021.129080,,China,SSPs/RCPs,,,billion yuan per year,275.0,,,,,617.0,Abstract,Additional infrastructure investment required to meet peak load demand by the end of the century. (agreed by both reviewers),2.0,Energy/Electricity,Infrastructure Investment,Infrastructure Investment Cost,AdaptationCost,Monetary,Need
10.1016/j.jclepro.2021.129080,,China,SSP1-RCP2.6,,,%,37.0,,,,,,Table 9,Climate variables included (agreed by both reviewers),2.0,Energy/Electricity,Infrastructure Investment,Peak load growth rate,AvoidedImpact,Economic,Need
10.1016/j.jclepro.2021.129080,,China,SSP2-RCP4.5,,,%,40.0,,,,,,Table 9,Climate variables included (agreed by both reviewers),2.0,Energy/Electricity,Infrastructure Investment,Peak load growth rate,AvoidedImpact,Economic,Need
10.1016/j.jclepro.2021.129080,,China,SSP4-RCP6.0,,,%,41.0,,,,,,Table 9,Climate variables included (agreed by both reviewers),2.0,Energy/Electricity,Infrastructure Investment,Peak load growth rate,AvoidedImpact,Economic,Need
10.1016/j.jclepro.2021.129080,,China,SSP5-RCP8.5,,,%,41.0,,,,,,Table 9,Climate variables included (agreed by both reviewers),2.0,Energy/Electricity,Infrastructure Investment,Peak load growth rate,AvoidedImpact,Economic,Need
10.1016/j.jclepro.2021.129080,,China,SSP1-RCP2.6,,,%,365.0,,,,,,Table 9,Climate and socioeconomic variables included (agreed by both reviewers),2.0,Energy/Electricity,Infrastructure Investment,Peak load growth rate,BaselineImpact,Economic,Need
10.1016/j.jclepro.2021.129080,,China,SSP2-RCP4.5,,,%,445.0,,,,,,Table 9,Climate and socioeconomic variables included (agreed by both reviewers),2.0,Energy/Electricity,Infrastructure Investment,Peak load growth rate,BaselineImpact,Economic,Need
10.1016/j.jclepro.2021.129080,,China,SSP4-RCP6.0,,,%,280.0,,,,,,Table 9,Climate and socioeconomic variables included (agreed by both reviewers),2.0,Energy/Electricity,Infrastructure Investment,Peak load growth rate,BaselineImpact,Economic,Need
10.1016/j.jclepro.2021.129080,,China,SSP5-RCP8.5,,,%,580.0,,,,,,Table 9,Climate and socioeconomic variables included (agreed by both reviewers),2.0,Energy/Electricity,Infrastructure Investment,Peak load growth rate,BaselineImpact,Economic,Need
10.1007/s10584-021-03148-3,,Finland,RCP2.6*SSP1,,,units of heat risk,0.0,,,,,,"Page 11, Graph (b)",Comparing SSP1*RCP2.6 to constant vulnerability shows avoided risk - implied value,1.0,All,Any,Avoided Risk,AvoidedImpact,Economic,Need
10.1007/s10584-021-03148-3,,Finland,RCP2.6*SSP2,,,units of heat risk,0.0,,,,,,"Page 11, Graph (b)",Comparing SSP2*RCP2.6 to constant vulnerability shows avoided risk - implied value,1.0,All,Any,Avoided Risk,AvoidedImpact,Economic,Need
10.1007/s10584-021-03148-3,,Finland,RCP2.6*SSP5,,,units of heat risk,0.0,,,,,,"Page 11, Graph (b)",Comparing SSP5*RCP2.6 to constant vulnerability shows avoided risk - implied value,1.0,All,Any,Avoided Risk,AvoidedImpact,Economic,Need
10.1007/s10584-021-03148-3,,Finland,RCP4.5*SSP1,,,units of heat risk,0.0,,,,,,"Page 11, Graph (b)",Comparing SSP1*RCP4.5 to constant vulnerability shows avoided risk - implied value,1.0,All,Any,Avoided Risk,AvoidedImpact,Economic,Need
10.1007/s10584-021-03148-3,,Finland,RCP4.5*SSP2,,,units of heat risk,0.0,,,,,,"Page 11, Graph (b)",Comparing SSP2*RCP4.5 to constant vulnerability shows avoided risk - implied value,1.0,All,Any,Avoided Risk,AvoidedImpact,Economic,Need
10.1007/s10584-021-03148-3,,Finland,RCP4.5*SSP5,,,units of heat risk,0.0,,,,,,"Page 11, Graph (b)",Comparing SSP5*RCP4.5 to constant vulnerability shows avoided risk - implied value,1.0,All,Any,Avoided Risk,AvoidedImpact,Economic,Need
10.1007/s10584-021-03148-3,,Finland,RCP4.5*SSP4,,,units of heat risk,0.0,,,,,,"Page 11, Graph (b)",Comparing SSP4*RCP4.5 to constant vulnerability shows increased risk - implied value,1.0,All,Any,Increased Risk,AvoidedImpact,Economic,Need
10.1007/s10584-021-03148-3,,Finland,RCP8.5*SSP4,,,units of heat risk,0.0,,,,,,"Page 11, Graph (b)",Comparing SSP4*RCP8.5 to constant vulnerability shows increased risk - implied value,1.0,All,Any,Increased Risk,AvoidedImpact,Economic,Need
10.1007/s10584-021-03148-3,,Finland,RCP8.5*SSP5,,,units of heat risk,0.0,,,,,,"Page 11, Graph (b)",Comparing SSP5*RCP8.5 to constant vulnerability shows avoided risk compared to constant vulnerability scenario - implied value,1.0,All,Any,Avoided Risk,AvoidedImpact,Economic,Need
10.3390/jmse8060380,,Australia,RCP2.6,,,USD/km,574000.0,,,,,,Table 6; Page 15,3% discount rate,3.0,Coastal,Coastal Protection,NPV,DiscountedSum(AdaptationCost),Monetary,Need
10.3390/jmse8060380,,Australia,RCP8.5,,,USD/km,1715000.0,,,,,,Table 6; Page 15,"3% discount rate; This value is reported as $1.7 million/km, but the text has a typo and lists $1.715 million/km.",3.0,Coastal,Coastal Protection,NPV,DiscountedSum(AdaptationCost),Monetary,Need
10.3390/jmse8060380,,Australia,RCP2.6,,,USD/km,1780800.0,,,,,,Table 7; Page 15,1% discount rate,3.0,Coastal,Coastal Protection,NPV,DiscountedSum(AdaptationCost),Monetary,Need
10.3390/jmse8060380,,Australia,RCP8.5,,,USD/km,11193000.0,,,,,,Table 7; Page 15,1% discount rate,3.0,Coastal,Coastal Protection,NPV,DiscountedSum(AdaptationCost),Monetary,Need
10.3390/jmse8060380,,Australia,RCP4.5,,,USD/km,937000.0,,,,,,Table 6,3% discount rate,3.0,Coastal,Coastal Protection,NPV,DiscountedSum(AdaptationCost),Monetary,Need
10.3390/jmse8060380,,Australia,RCP6,,,USD/km,928000.0,,,,,,Table 6,3% discount rate,3.0,Coastal,Coastal Protection,NPV,DiscountedSum(AdaptationCost),Monetary,Need
10.3390/jmse8060380,,Australia,RCP4.5,,,USD/km,3098000.0,,,,,,Table 7,1% discount rate,3.0,Coastal,Coastal Protection,NPV,DiscountedSum(AdaptationCost),Monetary,Need
10.3390/jmse8060380,,Australia,RCP6,,,USD/km,3099000.0,,,,,,Table 7,1% discount rate,3.0,Coastal,Coastal Protection,NPV,DiscountedSum(AdaptationCost),Monetary,Need
10.1016/j.eneco.2023.106923,,Europe,SSP2-RCP45,,,%,30.0,,,,,,Page 5,Long-run increase with temperature above 30 degrees C; income fixed.,1.0,Electricity,Appliance Adoption,Peak Load Increase,AvoidedImpact,Economic,Need
10.1016/j.eneco.2023.106923,,India,SSP2-RCP45,,,%,11.0,,,,,,Page 5,Long-run increase in 30-33 degree C range; income fixed.,1.0,Electricity,Appliance Adoption,Peak Load Increase,AvoidedImpact,Economic,Need
10.1016/j.eneco.2023.106923,,India,SSP2-RCP45,,,%,18.0,,,,,,Page 5,Long-run increase above 33 degrees C; income fixed.,1.0,Electricity,Appliance Adoption,Peak Load Increase,AvoidedImpact,Economic,Need
10.1016/j.eneco.2023.106923,,"Europe, India",RCP 5-8.5,,,%,12.0,,,,,,Page 6,Long-run increase of peak load in Europe under RCP 5-8.5,1.0,Electricity,Air-cooling adoption,Peak load change,AdaptationCost,Economic,Need
10.1016/j.eneco.2023.106923,,"Europe, India",RCP 5-8.5,,,%,15.0,,,,,,Page 6,Long-run increase of peak load in India under RCP 5-8.5,1.0,Electricity,Air-cooling adoption,Peak load change,AdaptationCost,Economic,Need
10.1016/j.eneco.2023.106923,,"Europe, India",RCP 8.5,,,%,20.0,,,,,,Page 7,Positive weather anomalies can result in a peak load shock of 20% in both Europe and India under the RCP 8.5; this represents the potential impact avoided by adaptation measures.,1.0,Electricity,Air-cooling Adoption,Peak Load Shock,AvoidedImpact,Economic,Need
10.1016/j.eneco.2023.106923,,Europe,RCP 8.5,,,%,20.0,,,,,,Page 7,"Southern European countries experience an exacerbation of summer peaks of up to 20% excluding the additional effect of positive weather anomalies. This represents a potential cost related to increased electricity consumption, although adaptation may reduce it. ",1.0,Electricity,Air-cooling Adoption,Peak Load,AdaptationCost,Economic,Need
10.1016/j.eneco.2023.106923,,Europe,RCP 8.5,,,%,33.0,,,,,,Page 7,"Southern European countries experience an exacerbation of summer peaks of up to 33% including the additional effect of positive weather anomalies. This represents a potential cost related to increased electricity consumption, although adaptation may reduce it.",1.0,Electricity,Air-cooling Adoption,Peak Load,AdaptationCost,Economic,Need
10.1016/j.eneco.2023.106923,,Europe,RCP 8.5,,,%,-20.0,,,,,,Page 7,Northern European countries experience reductions in the peak load of up to -20% due to milder winters. This represents potential monetary benefits due to adaptation.,1.0,Electricity,Air-cooling Adoption,Peak Load,MonetaryBenefits,Economic,Need
10.1016/j.eneco.2023.106923,,India,RCP 8.5,,,%,33.0,,,,,,Page 7,"Delhi and Goa are the states with the highest relative increase in daily peak load, reaching values around 33% including the additional effect of positive weather anomalies. This represents a potential cost related to increased electricity consumption, although adaptation may reduce it.",1.0,Electricity,Air-cooling Adoption,Peak Load,AdaptationCost,Economic,Need
10.1016/j.eneco.2023.106923,,India,RCP 8.5,,,%,30.0,,,,,,Page 7,"Delhi and Goa are the states with the highest relative increase in daily peak load, reaching values around 30% excluding the additional effect of positive weather anomalies. This represents a potential cost related to increased electricity consumption, although adaptation may reduce it.",1.0,Electricity,Air-cooling Adoption,Peak Load,AdaptationCost,Economic,Need
10.1016/j.eneco.2023.106923,,India,RCP 5-8.5,,,GW,185.0,,,,,,Page 8,"Increase in peak demand that needs to be met, representing adaptation costs in terms of required capacity; representing adaptation costs in terms of required capacity.",1.0,Electricity,Adaptation,Peak Load Increase,AdaptationCost,Economic,Need
10.1016/j.eneco.2023.106923,,Europe,RCP 5-8.5,,,GW,80.0,,,,,,Page 8,"Increase in peak demand that needs to be met, representing adaptation costs in terms of required capacity.",1.0,Electricity,Adaptation,Peak Load Increase,AdaptationCost,Economic,Need
10.1016/j.eneco.2023.106923,,India,RCP 5-8.5,,,%,140.0,,,,,,Page 8,Increase from the historical annual peak demand; representing adaptation costs in terms of required capacity.,1.0,Electricity,Adaptation,Peak Load Increase,BaselineImpact,Economic,Need
10.1016/j.eneco.2023.106923,,Europe,RCP 5-8.5,,,%,19.0,,,,,,Page 8,Increase from the historical annual peak demand; representing adaptation costs in terms of required capacity.,1.0,Electricity,Adaptation,Peak Load Increase,BaselineImpact,Economic,Need
10.1016/j.eneco.2023.106923,,Europe,RCP 8.5,,,GW,20.0,,,,,,Page 9,Average climatic exposure shifts increase annual peak by roughly 20 GW in Europe.,1.0,Electricity,Air-Cooling Adoption,Peak electricity demand,BaselineImpact,Economic,Need
10.1016/j.eneco.2023.106923,,India,RCP 8.5,,,GW,60.0,,,,,,Page 9,Average climatic exposure shifts increase annual peak by roughly 60 GW in India.,1.0,Electricity,Air-Cooling Adoption,Peak electricity demand,BaselineImpact,Economic,Need
10.1590/S0103-20032013000200009,,Brazil,"A1B, A2",,,ratio,2.0,,,,,,,Abstract; Page 1,3.0,Agriculture,Irrigation,Land value,MonetaryBenefits,Economic,Need
10.1590/S0103-20032013000200009,,Brazil,A1B,,,%,21.6,5.8,,,,,,Page 12; Page 380,3.0,Agriculture,Irrigation,Land Value,MonetaryBenefits,Economic,Lead
10.1590/S0103-20032013000200009,,Brazil,A1B,,,%,-59.2,57.8,,,,,,Page 12; Page 380,3.0,Agriculture,Irrigation,Land Value,AvoidedImpact,Economic,Need
10.1590/S0103-20032013000200009,,Brazil,A1B,,,%,-59.7,,,,,,,Page 12; Page 380,3.0,Agriculture,Irrigation,Land Value,AvoidedImpact,Economic,Need
10.1590/S0103-20032013000200009,,Brazil,A1B,,,%,-60.0,,,,,,,Page 12; Page 380,3.0,Agriculture,Irrigation,Land Value,AvoidedImpact,Economic,Need
10.1088/1748-9326/acea38,,USA,Sigmoid Recovery,,,USD,6.0,,25%,,75%,,Figure 3,This reports the range across all census tracts. The figure captions says: 'Boxplots show the median and interquartile range of simulated values. Error bars on observed data correspond to the 25th and 75th percentiles.',1.0,Housing,Flood Awareness,Housing Prices,AvoidedImpact,Economic,Need
10.1088/1748-9326/acea38,,USA,ITS Recovery,,,USD,6.0,,25%,,75%,,Figure 3,This reports the range across all census tracts. The figure captions says: 'Boxplots show the median and interquartile range of simulated values. Error bars on observed data correspond to the 25th and 75th percentiles.',1.0,Housing,Flood Awareness,Housing Prices,AvoidedImpact,Economic,Need
10.1088/1748-9326/acea38,,USA,K-Shaped Recovery,,,USD,6.0,,25%,,75%,,Figure 3,This reports the range across all census tracts. The figure captions says: 'Boxplots show the median and interquartile range of simulated values. Error bars on observed data correspond to the 25th and 75th percentiles.',1.0,Housing,Flood Awareness,Housing Prices,AvoidedImpact,Economic,Need
10.1016/j.gloenvcha.2014.04.014,,Multiple Countries,Historical,,,%,1.4,,,,,,,Page 14,3.0,All,Any,Elasticity,AvoidedImpact,Economic,Need
10.1016/j.gloenvcha.2014.04.014,,Multiple Countries,Historical,,,%,0.5,,,,,,,Page 14,3.0,All,Any,Elasticity,AvoidedImpact,Economic,Need
10.1016/j.gloenvcha.2014.04.014,,Multiple Countries,Historical,,,%,0.7,,,,,,,Page 14,3.0,All,Any,Elasticity,AvoidedImpact,Economic,Need
10.1016/j.gloenvcha.2014.04.014,,36-44 countries,Historical (1980-2008),,,%,-3.0,,,,,,,Page 16,3.0,All,Any,Damage Elasticity,AvoidedImpact,Economic,Need
10.1016/j.gloenvcha.2014.04.014,,36-44 countries,Historical (1980-2008),,,%,-5.0,,,,,,,Page 16,3.0,All,Any,Damage Elasticity,AvoidedImpact,Economic,Need
10.1016/j.gloenvcha.2014.04.014,,36-44 countries,Historical (1980-2008),,,%,-5.0,,,,,,,Page 16,3.0,All,Any,Damage Elasticity,AvoidedImpact,Economic,Need
10.1016/j.gloenvcha.2014.04.014,,36-44 countries,Historical (1980-2008),,,%,-19.0,,,,,,,Page 16,3.0,All,Any,Damage Elasticity,AvoidedImpact,Economic,Need
10.1016/j.gloenvcha.2014.04.014,,36-44 countries,,,,%,19.0,,,,,,,Page 22,3.0,All,Any,IncomeElasDamage,AvoidedImpact,Economic,Need
