DOI,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes,ExtractCount
10.1007/s10584-020-02940-x,Jobs,U.S.,,2020.0,No CC,million,2.6,,,,,,1,Annual estimate based on data available around the publication year. This vast area generates 2.6 million jobs each year.,1.0
10.1007/s10584-020-02940-x,GDP,U.S.,,2019.0,No CC,US$ billions,370.0,,,,,,2,Based on NOAA 2019 data for ocean and coastal ecosystems,1.0
10.1007/s10584-020-02940-x,Sales,U.S.,,2019.0,No CC,US$ billions,617.0,,,,,,2,Based on NOAA 2019 data for ocean and coastal ecosystems,1.0
10.1007/s10584-020-02940-x,Jobs,U.S.,,2019.0,No CC,millions,2.6,,,,,,2,Based on NOAA 2019 data for ocean and coastal ecosystems,1.0
10.1093/epolic/eiab008,Climate Disaster Probability,Unspecified,No Carbon Policy,2271.0,Time Zero,Percent,7.0,,,,,,3,Probability of a climate disaster over the next 250 years.,2.0
10.1093/epolic/eiab008,Climate Disaster Probability,Unspecified,No Carbon Policy,2521.0,Time Zero,Percent,9.0,,,,,,3,Probability of a climate disaster over the next 500 years.,2.0
10.1093/epolic/eiab008,Welfare,Unspecified,Optimal carbon-risk tax policy,2100.0,No CC,%,4.0,,,,,,5,Welfare gains for future generations; Year is assumed.,2.0
10.1093/epolic/eiab008,Climate disaster probability,Unspecified,Optimal carbon-risk tax policy,2100.0,BAU,%,-8.0,,,,,,5,Reduction in the probability of crossing a calamitous climate tipping point from 9% to 1%; Year is assumed.,2.0
10.1093/epolic/eiab008,Climate disaster probability,Global,All Shocks,2100.0,Baseline,Percentage,9.0,,,,,,Page 9,Probability of climate disasters increases with all types of uncertainty.,2.0
10.1093/epolic/eiab008,Climate disaster probability,Global,Fixed Carbon Tax,2100.0,All Shocks,Percentage,-6.0,,,,,,Page 9,Reduction in climate disaster probability to around 3% from almost 9% due to fixed carbon-risk taxes.,2.0
10.1093/epolic/eiab008,Climate disaster probability,Global,CO2-dep Tax,2100.0,All Shocks,Percentage,-7.5,,,,,,Page 9,CO2-dependent taxes reduce the probability of climate disasters to below 1.5%.,2.0
10.1093/epolic/eiab008,Temperature,,Deterministic Benchmark,2144.0,No CC,degrees,2.8,,,,,,p. 17,Maximum excess temperature,2.0
10.1093/epolic/eiab008,Damages,,Deterministic Benchmark,2144.0,No CC,percent of final output,-2.5,,,,,,p. 17,Maximum damages,2.0
10.1093/epolic/eiab008,Average return to capital,,Deterministic Benchmark,2024.0,No CC,percent per year,3.0,,,,,,p. 17,Average baseline return,2.0
10.1093/epolic/eiab008,Welfare,,Deterministic Benchmark,2024.0,No CC,percent,0.1,,,,,,p. 17,Optimal uniform carbon tax of roughly 10%,2.0
10.1093/epolic/eiab008,Carbon Tax,,Deterministic Benchmark,2024.0,No CC,percent,10.0,,,,,,p. 17,Optimal uniform carbon tax,2.0
10.1093/epolic/eiab008,Carbon Tax,,Deterministic Benchmark,2024.0,No CC,percent,5.0,,,,,,p. 17,Optimal tax when Pareto policy restricted,2.0
10.1093/epolic/eiab008,GDP,Unspecified,Deterministic,2171.0,No CC,%,-10.0,,,,,,18,GDP decline due to temperature increase,2.0
10.1093/epolic/eiab008,GDP,Unspecified,Deterministic,2271.0,No CC,%,-18.0,,,,,,18,GDP decline due to temperature increase,2.0
10.1093/epolic/eiab008,Welfare,Unspecified,Deterministic,2121.0,Current Generations,%,-6.5,,,,,,18,Welfare loss for generations born in 150 years relative to current generations.,2.0
10.1093/epolic/eiab008,Welfare,Unspecified,Deterministic,2271.0,Current Generations,%,3.5,,,,,,18,Welfare gains for future generations born after 250 years due to a 15% carbon tax.,2.0
10.1093/epolic/eiab008,Expected utility,,Stochastic OLG,2121.0,Fixed Tax,,-0.0,,,,,,p. 31,Generations born around 150 years later gain slightly less due to continued dirty energy use,2.0
10.1111/roiw.12719,Capital Consumption Allowance,United States,Historical Data,2005.0,No CC,%,-5.8,,,,,,7,"Quarterly annualised CFC fell by 5.8% in Q2 2005 associated with Hurricanes Katrina and Rita under the old SNA before the 2008 implementation, in which full disaster costs were included in CFC.",3.0
10.1111/roiw.12719,Capital Consumption Allowance,United States,Historical Data,2005.0,No CC,%,18.9,,,,,,7,"Quarterly annualised CFC rose by 18.9% in Q3 2005 associated with Hurricanes Katrina and Rita under the old SNA before the 2008 implementation, in which full disaster costs were included in CFC.",3.0
10.1111/roiw.12719,Disaster Costs,US,No CC,1980.0,Baseline,% NDP,0.12,,,,,,Highlights,Trend value as a portion of NDP,3.0
10.1111/roiw.12719,Disaster Costs,US,No CC,2023.0,Baseline,% NDP,0.4,,,,,,Highlights,Trend value as a portion of NDP,3.0
10.1111/roiw.12719,Consumption of Fixed Capital,United States,No specific scenario,2013.0,1980,%,1.95,,,,,,Page 10,The increase in disaster costs as a portion of CFC from 1980 to 2013 is highlighted. Trend value as a portion of CFC (adjusted),3.0
10.17323/1995-459X.2015.4.6.17,Warming rate,Russia,Observation data,2012.0,Global warming,ºC/10 years,0.26,,,,,,4,The warming rate for Russia (0.43 ºC/10 years) minus the Earth's surface (0.17 ºC/10 years),1.0
10.17323/1995-459X.2015.4.6.17,Temperature above norms,Russia,,2013.0,1961-1990 norms,ºC,1.02,,,,,,4,The temperature difference between the average Russian temperature for 2013 (1.52 ºC above 1961-1990 norms) and the average global temperature for 2013 (0.50 ºC above norm),1.0
10.3389/fsufs.2023.1159901,Food prices,Mozambique,Drought,2027.0,No drought,%,10.0,,,,,,8,The price increase from drought is also applied to all countries in IMPACT when drought decreases regional maize production by more than 21%.,1.0
10.3389/fsufs.2023.1159901,People at Risk of Hunger,Southern Africa,Regional Recurrent Droughts,2027.0,No Drought,millions of people,6.0,,,,,,13,Minimal number,1.0
10.3389/fsufs.2023.1159901,People at Risk of Hunger,South Africa,Regional Recurrent Droughts,2027.0,No Drought,percentage increase,100.0,,,,,,13,Nearly doubles,1.0
10.3389/fsufs.2023.1159901,People at Risk of Hunger,Several S. Africa,Regional Consecutive Droughts,2026.0,No Drought,percentage increase,10.0,,,,,,13,"Excludes Ang., Bots., Mad., and Zam.",1.0
10.3389/fsufs.2023.1159901,Maize Yield,South Africa,Drought,2030.0,No CC,%,-32.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Rice Yield,South Africa,Drought,2030.0,No CC,%,-7.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Soy-tr. Yield,South Africa,Drought,2030.0,No CC,%,-22.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Soy-nontr. Yield,South Africa,Drought,2030.0,No CC,%,-16.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Grdnut-tr. Yield,South Africa,Drought,2030.0,No CC,%,-12.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Grdnut-nontr. Yield,South Africa,Drought,2030.0,No CC,%,-10.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Bean Yield,South Africa,Drought,2030.0,No CC,%,-26.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Cowpea Yield,South Africa,Drought,2030.0,No CC,%,5.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Cotton Yield,South Africa,Drought,2030.0,No CC,%,-1.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Maize Acreage,South Africa,Drought,2030.0,No CC,%,-20.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Rice Acreage,South Africa,Drought,2030.0,No CC,%,4.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Soy-nontr. Acreage,South Africa,Drought,2030.0,No CC,%,88.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Grdnut-tr. Acreage,South Africa,Drought,2030.0,No CC,%,-11.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Grdnut-nontr. Acreage,South Africa,Drought,2030.0,No CC,%,36.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Bean Acreage,South Africa,Drought,2030.0,No CC,%,-5.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Cowpea Acreage,South Africa,Drought,2030.0,No CC,%,16.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Cotton Acreage,South Africa,Drought,2030.0,No CC,%,2.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Maize Producer Price,South Africa,Drought,2030.0,No CC,%,19.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Rice Producer Price,South Africa,Drought,2030.0,No CC,%,18.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Soy-tr. Producer Price,South Africa,Drought,2030.0,No CC,%,18.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Soy-nontr. Producer Price,South Africa,Drought,2030.0,No CC,%,191.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Grdnut-tr. Producer Price,South Africa,Drought,2030.0,No CC,%,17.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Grdnut-nontr. Producer Price,South Africa,Drought,2030.0,No CC,%,54.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Bean Producer Price,South Africa,Drought,2030.0,No CC,%,17.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Cowpea Producer Price,South Africa,Drought,2030.0,No CC,%,16.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Cotton Producer Price,South Africa,Drought,2030.0,No CC,%,0.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Maize Production,South Africa,Drought,2030.0,No CC,%,-46.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Rice Production,South Africa,Drought,2030.0,No CC,%,-3.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Soy-tr. Production,South Africa,Drought,2030.0,No CC,%,-23.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Soy-nontr. Production,South Africa,Drought,2030.0,No CC,%,58.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Grdnut-tr. Production,South Africa,Drought,2030.0,No CC,%,-22.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Grdnut-nontr. Production,South Africa,Drought,2030.0,No CC,%,22.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Bean Production,South Africa,Drought,2030.0,No CC,%,-29.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Cowpea Production,South Africa,Drought,2030.0,No CC,%,21.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Cotton Production,South Africa,Drought,2030.0,No CC,%,1.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Maize Yield,Angola,Drought,2027.0,No CC,%,-63.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Rice Yield,Angola,Drought,2027.0,No CC,%,-8.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Cassava Yield,Angola,Drought,2027.0,No CC,%,-30.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Grdnut-tr. Yield,Angola,Drought,2027.0,No CC,%,-38.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Grdnut-nontr. Yield,Angola,Drought,2027.0,No CC,%,-35.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Bean Yield,Angola,Drought,2027.0,No CC,%,-53.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Tobacco Yield,Angola,Drought,2027.0,No CC,%,-2.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Maize Acreage,Angola,Drought,2027.0,No CC,%,-22.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Rice Acreage,Angola,Drought,2027.0,No CC,%,18.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Cassava Acreage,Angola,Drought,2027.0,No CC,%,5.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Grdnut-tr. Acreage,Angola,Drought,2027.0,No CC,%,-21.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Grdnut-nontr. Acreage,Angola,Drought,2027.0,No CC,%,18.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Bean Acreage,Angola,Drought,2027.0,No CC,%,-40.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Tobacco Acreage,Angola,Drought,2027.0,No CC,%,22.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Maize Producer Price,Angola,Drought,2027.0,No CC,%,0.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Rice Producer Price,Angola,Drought,2027.0,No CC,%,0.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Cassava Producer Price,Angola,Drought,2027.0,No CC,%,0.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Grdnut-tr. Producer Price,Angola,Drought,2027.0,No CC,%,-2.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Grdnut-nontr. Producer Price,Angola,Drought,2027.0,No CC,%,-3.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Bean Producer Price,Angola,Drought,2027.0,No CC,%,-1.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Tobacco Producer Price,Angola,Drought,2027.0,No CC,%,0.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Maize Production,Angola,Drought,2027.0,No CC,%,-71.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Rice Production,Angola,Drought,2027.0,No CC,%,8.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Cassava Production,Angola,Drought,2027.0,No CC,%,-27.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Grdnut-tr. Production,Angola,Drought,2027.0,No CC,%,-51.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Grdnut-nontr. Production,Angola,Drought,2027.0,No CC,%,-24.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Bean Production,Angola,Drought,2027.0,No CC,%,-71.0,,,,,,Page 16,Change caused by drought,1.0
10.3389/fsufs.2023.1159901,Tobacco Production,Angola,Drought,2027.0,No CC,%,20.0,,,,,,Page 16,Change caused by drought,1.0
10.1038/s41598-021-99757-0,GDP/capita,3820 cities worldwide,SSP5,2100.0,2000.0,Int$,101205.0,,,,,,4,Mean country-based GDP/capita,1.0
10.1038/s41598-021-99757-0,GDP/capita,3820 cities worldwide,SSP1,2100.0,2000.0,Int$,63346.0,,,,,,4,Mean country-based GDP/capita,1.0
10.1038/s41598-021-99757-0,GDP/capita,3820 cities worldwide,2000,2000.0,,Int$,9849.0,,,,,,4,Mean country-based GDP/capita,1.0
10.1038/s41598-021-99757-0,Mean ∆MMT,Czech Republic,RCP2.6/SSP1,2100.0,2000.0,°C,7.2,,,,,,4,Highest adaptation gain cities,1.0
10.1038/s41598-021-99757-0,Mean ∆MMT,Czech Republic,RCP2.6/SSP1,2100.0,2000.0,°C,7.1,,,,,,4,Highest adaptation gain cities,1.0
10.1038/s41598-021-99757-0,Mean ∆MMT,Czech Republic,RCP2.6/SSP1,2100.0,2000.0,°C,7.0,,,,,,4,Highest adaptation gain cities,1.0
10.1038/s41598-021-99757-0,Mean ∆MMT,Romania,RCP2.6/SSP1,2100.0,2000.0,°C,6.9,,,,,,4,Highest adaptation gain cities,1.0
10.1038/s41598-021-99757-0,Mean ∆MMT,Mauritania,RCP2.6/SSP1,2100.0,2000.0,°C,1.0,,,,,,4,Lowest adaptation gain cities,1.0
10.1038/s41598-021-99757-0,Mean ∆MMT,Sudan,RCP2.6/SSP1,2100.0,2000.0,°C,1.5,,,,,,4,Lowest adaptation gain cities,1.0
10.1038/s41598-021-99757-0,Mean ∆MMT,Romania,RCP8.5/SSP5,2100.0,2000.0,°C,13.0,,,,,,4,Highest adaptation gain cities,1.0
10.1038/s41598-021-99757-0,Mean ∆MMT,Czech Republic,RCP8.5/SSP5,2100.0,2000.0,°C,12.9,,,,,,4,Highest adaptation gain cities,1.0
10.1038/s41598-021-99757-0,Mean ∆MMT,"Romania, Czech Rep.",RCP8.5/SSP5,2100.0,2000.0,°C,12.8,,,,,,4,Highest adaptation gain cities,1.0
10.1038/s41598-021-99757-0,Mean ∆MMT,Russia,RCP8.5/SSP5,2100.0,2000.0,°C,12.7,,,,,,4,Highest adaptation gain cities,1.0
10.1038/s41598-021-99757-0,Mean ∆MMT,Mauritania,RCP8.5/SSP5,2100.0,2000.0,°C,1.8,,,,,,4,Lowest adaptation gain cities,1.0
10.1038/s41598-021-99757-0,Mean ∆MMT,Sudan,RCP8.5/SSP5,2100.0,2000.0,°C,2.5,,,,,,4,Lowest adaptation gain cities,1.0
10.24181/tarekoder.697179,Agricultural value added,E7 countries,,2018.0,No CC,Logarithm,0.658,0.049,,,,,14,Coefficient of GDP per capita (Lngdp) from GMM_Robust estimation. Statistically significant and positive.,1.0
10.24181/tarekoder.697179,Agricultural value added,E7 countries,,2018.0,No CC,Logarithm,0.817,0.0264,,,,,14,Coefficient of GDP per capita (Lngdp) from Fixed Effects estimation. Statistically significant and positive.,1.0
10.24181/tarekoder.697179,Agricultural value added,E7 countries,,2018.0,No CC,Logarithm,0.817,0.0644,,,,,14,Coefficient of GDP per capita (Lngdp) from Fixed_Robust Effects estimation. Statistically significant and positive.,1.0
10.24181/tarekoder.697179,Agricultural value added,E7 countries,,2018.0,No CC,Logarithm,0.852,0.0242,,,,,14,Coefficient of GDP per capita (Lngdp) from Random Effects estimation. Statistically significant and positive.,1.0
10.24181/tarekoder.697179,Agricultural value added,E7 countries,,2018.0,No CC,Logarithm,0.852,0.0551,,,,,14,Coefficient of GDP per capita (Lngdp) from Random_Robust Effects estimation. Statistically significant and positive.,1.0
10.24181/tarekoder.697179,Agricultural value added,E7 countries,,2018.0,No CC,Logarithm,0.121,6.57,,,,,14,Coefficient of GDP per capita (Lngdp) from System GMM estimation. Statistically significant and positive.,1.0
10.24181/tarekoder.697179,Agricultural value added,E7 countries,,2018.0,No CC,Logarithm,0.00678,3.73,,,,,14,Coefficient of gross fixed capital formation (gcf) from System GMM estimation. Statistically significant and positive.,1.0
10.24181/tarekoder.697179,Agricultural value added,E7 countries,,2018.0,No CC,Logarithm,0.0251,0.00795,,,,,14,Coefficient of agricultural labor ratio (ea) from GMM_Robust estimation. Statistically significant and positive.,1.0
