DOI,Source,Response
10.3897/ejfa.2024.125630,gemini,"This paper should be included in the review.  Explanation: The paper analyzes the impact of climate variables on food production, projecting future trends. While it is a global study, the impact on agriculture certainly applies to the U.S. and is a direct climate impact.  Codes: RP, XU "
10.1007/s10584-013-0899-9,gemini,"XU, XO  Explanation: This paper focuses on global climate policy and mitigation pathways. It lacks specific information on climate impacts within the United States (XU). Furthermore, it primarily discusses policy and economic consequences of delayed action, not direct climate impacts themselves (XO - focus on policy/economic consequences, not impacts). "
10.1007/978-3-030-00728-7_11,gemini,"XU: No United States specific information. The paper focuses on historical China, which is outside the scope of the U.S. National Climate Assessment. "
10.1016/j.agsy.2022.103578,gemini,"XU, RP  This paper focuses on climate change impacts on long-term field experiments in Germany, making it non-U.S. specific. It also projects future climate impacts based on models. "
10.3390/rs13214350,gemini,"**XU**  This paper focuses on the Canadian Prairie Provinces, and therefore provides no United States specific information. "
10.1016/j.scitotenv.2023.166158,gemini,"XU, RP  Explanation: The paper focuses on crop production on the Chinese Loess Plateau, so it's not U.S. specific. It also reports projected impacts on crop yields under different climate scenarios, thus the RP classification. Since it is not U.S. specific it should be excluded from the US National Climate Assessment. "
10.1016/j.gloenvcha.2012.07.004,gemini,"Include: RP, XU  Explanation: The paper projects future flood exposure globally, which is relevant to direct climate impacts. However, it doesn't provide United States-specific information. While useful for context, its global scope limits its direct applicability to the U.S. National Climate Assessment. "
10.1016/j.scitotenv.2024.173886,gemini,XU  This paper focuses on afforestation in dryland China. It does not provide any U.S.-specific information relevant to the U.S. National Climate Assessment. 
10.1162/adev_a_00154,gemini,"This paper should *not* be included.  *   **XU: No United States specific information** The study focuses on counties in China, not the United States. "
10.1111/j.1365-2486.2010.02377.x,gemini,"**Classification:** RP, XU  **Explanation:** This paper projects the impacts of climate change on peat bog ecosystems, which is a direct impact of climate change. However, the study is conducted in a subarctic peat bog and does not contain United States specific information. "
10.1098/rsta.2012.0287,gemini,"**XU, XC**  The paper focuses on methods for analyzing local climate trends and doesn't provide U.S.-specific information (XU) or directly report on climate impacts (XC). It's about how to extract local trends from data, not about the impacts themselves. "
10.3390/en17133237,gemini,"XU  Explanation: The paper focuses on the European Union, and therefore lacks United States-specific information. "
10.3354/meps12220,gemini,"**Classification:** XC, XU  **Explanation:** This paper focuses on phytoplankton traits and modeling in the English Channel. It doesn't directly address climate impacts on the U.S. (XU) nor does it focus on climate impacts at all (XC). The paper's core focus is on refining phytoplankton trait characterization for ecosystem modeling, which is valuable for broader ecological understanding, but not a *direct* climate impact as defined for the NCA. "
10.14321/aehm.026.02.033,gemini,"**XU, RP**  This paper focuses on nature-based solutions globally and across Europe, Oceania and North America, but does not provide United States specific information (XU). It also projects impacts of climate change on the performance of nature-based solutions (RP). While North America is considered, the paper does not focus on specific impacts to the US, which is the focus of the U.S. National Climate Assessment. "
10.1016/j.tifs.2024.104409,gemini,"**Classification:** XU, XO  **Explanation:** This paper is focused on farms in Tasmania, Australia, and does not offer any U.S.-specific information (XU). The paper studies farms, but its focus is on soil carbon, which is not a direct climate impact (XO). "
